original_host_id,new_host_id
1602690,94394642
500672,28140148
1293609,98937511
276063,91706931
1613616,77868148
1298369,36496287
1664385,81895001
97702,16975702
1298530,51978913
517155,02224416
1666814,59451240
1303882,89039445
140535,23814041
1312192,77590802
532468,80247007
1677587,66929093
1322340,07484746
1693563,01798727
546512,46262245
624794,59697643
74868,01974948
561870,02628024
1694065,09108824
1164453,57480113
1703088,30999151
564058,08001638
1333366,93700694
570314,68708552
1707938,38552377
1347744,99727630
1712810,85821066
162708,95398063
581233,86042859
1363515,88714922
379042,20287876
1725382,27487859
711662,54633302
1373780,93775902
1730137,48424835
584977,61662897
1353874,67007317
606427,23782116
612215,32679539
1730592,24743270
1739674,03465635
1345937,54149895
1739866,46153458
1738418,99528297
624523,71528637
1406251,00305150
641777,24306742
1414111,45253887
1744083,21019661
1435861,02663264
1744480,76973168
670637,21827741
673733,64812345
1437168,14078884
1746036,39484982
1447154,62702922
1746199,02535345
676353,72506490
1466666,73531338
4450132,23681693
1761624,23827808
1466919,09886144
630305,51389856
1469624,53965698
683627,92016766
1767140,15340483
551556,85343656
1469886,08852386
1769987,71567446
1473540,39673764
718576,44153549
1024340,07125609
727223,41669195
1420560,74875010
1797165,16561579
731088,10721359
736580,97622901
1484225,89813659
2111586,34154724
1856451,68084700
1487400,72682674
1870265,66028658
1816135,85119658
2133227,87646027
2136248,89021369
2134754,21083097
2151212,70707356
2159567,73660206
2159676,72068158
1487808,05084947
1749250,85241629
1872631,31170460
1274260,08838870
2166096,44199898
1466866,38380760
2168445,23545034
1876396,85498070
1503759,34220661
2177716,78187842
2188618,92818276
1507357,38524784
2190253,24227014
683140,77108193
1509667,91085627
796634,68063049
2191103,48696842
2569842,57839895
2206425,57534501
1902818,17949953
2571099,00145524
2220797,53732221
2571310,70584609
744883,62531480
1905854,15437226
873774,28590403
1908045,82483023
1697461,99684886
2242715,26725473
2580047,95259910
547926,25755654
2580483,49726102
2074284,05174123
2262663,51128617
1955579,57301133
1956466,80922016
2581044,77591164
2583968,61736222
225651046,43707887
2267454,65080243
2136939,16667011
2280781,82844553
227176,42083189
1446512,68381617
2281871,01408284
2595078,08935972
2287011,52110963
2004396,65350886
2595265,16465261
2005968,90210474
2295636,25057502
410805,65073112
944297,68168585
2296567,59394794
2026539,53777403
819051,21720568
2607103,78515286
2026938,05829287
2297465,88573651
2616866,31520239
2298304,85435138
2296121,19207025
971617,45670403
2029540,47864861
2621374,12859743
2030520,11703907
2306879,25891747
2625988,89916390
2314744,77008371
2036495,78615450
2526137,66347647
2052689,55555081
2052794,20536662
2055732,19977143
2316378,68807134
2321891,40092338
2075925,34408046
2055771,44840114
2635132,80482760
2069228,60073147
2033172,65614387
2325206,42443904
1574586,84116717
2195287,99809891
2635952,65584977
2639052,56449721
2330657,19926698
2076540,63838655
2638524,78269572
2083669,00693115
2332643,49309129
2249452,40969927
2333548,69734977
2087462,05003037
2474463,56674542
2087611,47130285
2338745,04241455
2643968,56315950
2087649,76211255
2087682,67618257
2646531,49584274
2650223,61724002
2092804,80462163
2353259,43315937
2428645,54711168
2354584,52959691
2093628,72094137
2100127,62516538
2652399,07457542
2100843,37892544
2361749,37460381
2362921,69381125
2652596,62694024
2639311,32768517
1762402,42291887
2101219,86810397
2654735,13351307
2106953,71765882
2367525,04142508
2849182,44172013
569876,93296231
2369723,93460511
2662206,26172549
2376168,82615479
2849460,75843793
2678011,43276177
2670749,97864150
2798478,75580452
1466887,02257327
2673891,47106730
2377349,40322453
2153932,23328811
2858639,74672625
2684583,38405208
2860060,75542788
2398362,64022783
2684782,92366406
2403689,75171758
2404079,55644746
2871175,68212150
2012441,90639469
2876549,03058294
2636196,68272434
2584126,12398173
2428279,25226944
2406155,22659556
2701471,40367532
2406154,63557791
2408130,58371643
2882764,58323655
2694418,36902428
2887631,77697387
2210432,03402624
2710751,08853814
2419705,47355778
2889233,06891354
2535564,73564912
2715603,33485861
2420606,78536538
2720849,02726220
2421204,25546988
1903323,81277034
2845167,01569333
2313021,64289014
2901372,29629738
1617094,53137838
2664857,60365225
2457456,95098868
2903219,99011995
1750502,55734339
2914853,71819855
2457817,97373133
2727941,81126168
2460730,76660606
2731156,72572562
2922068,00639418
2914744,71626845
2735851,12684798
2324710,56130818
2735949,62689365
2923817,85755742
2736768,95476053
2930890,94875632
2481219,07840503
2738836,85790000
2482371,25188356
2943122,45636438
2950895,67836858
2483261,22708501
2741838,86615267
2483760,53664175
2951129,89314664
2950489,61438039
2746545,36993697
2492564,20372970
2747520,57716988
2493604,68745755
2500067,14390954
2940357,13544946
2964285,42129058
2436860,40029508
2964480,27417314
2950411,66361255
2491914,18975942
2756491,00915552
2124759,72223236
2762562,92143314
1281575,33874907
1841581,17119897
1560534,56443383
2767647,02282161
2510200,77807174
1255551,66462803
2511147,46552619
2514640,79762886
2975582,91992605
2107602,92277841
2976015,24672979
2514214,76428638
2516800,24663125
2982966,55122739
2778468,22557602
2431177,80916338
2779670,02342885
2998062,42431744
2781933,26195910
3003638,74796585
3009369,09715499
2668387,54685998
2593614,78644993
2786324,25537896
2517149,98224934
2782865,68531984
2474755,23671092
2993215,04258245
2786111,58248776
3014936,27674924
2545542,42261792
3015724,51298018
2748667,89613966
849150,30579411
3031781,87530929
2788330,59932932
3036010,36681389
2789176,15617451
2552594,00890673
2664135,59726638
2553180,07039250
2942727,89699857
3044025,18090478
2796885,29747685
837958,93590355
3049533,35848598
2562637,11952010
2792596,76314128
1849976,55353192
3049654,94116946
2739136,17943330
3049636,52726456
969498,94685792
2869861,16807325
2812136,12185875
3309052,98978129
3309149,66291423
3049732,48183213
2815155,93842276
3052820,72183750
3315322,75088847
3315449,46619327
2826016,33702568
3338823,29338812
3058901,30445055
3063521,19632425
2828673,76442971
2247900,95620317
3338871,19070002
2829146,51251873
3343545,90273662
3079690,25726231
238455,88268016
3081460,87235052
3349972,32066275
2837812,57819411
3360970,65143727
3011711,16778027
2847181,56603696
3083635,15406712
3921312,46996340
3089139,15785517
3369361,00546893
3927172,82905604
3377363,41912478
3098047,68582471
3113582,34031462
3929253,55972037
3384208,57499819
1932662,29397504
2853324,01695389
3936414,54555813
3066150,13315899
1432318,70514933
2362824,60731923
3422556,72074267
3149316,81856975
3910308,52775446
3153680,50159931
3429814,88619756
2320395,90430350
3439769,70573644
3443466,93789668
2913023,30241812
3952727,59367486
3158695,55351938
1184670,73904602
3953056,57002822
3460200,05626737
3161395,55120741
3638729,56037243
3166197,24714540
2277289,70066401
3970258,64804789
3478485,94762075
3098793,95234359
3174104,95738959
3174298,82992848
1606856,89720910
2891527,96654878
3472107,02461363
3874814,16140282
3486851,94533393
434359594,48253188
3727753,53364711
2130154,29030174
3488680,57862006
3976637,31116265
688985,27657092
3192694,43790328
3984068,75213355
3208290,35728987
3370940,31403870
2798100,57338335
3104205,95493246
3988070,27243028
3398366,71668376
2393428,44489015
6608234,57036773
3991029,52016220
3234903,08437993
3545307,57691422
3999131,24964721
2771748,40357988
4002926,60153732
3257244,90832128
3549488,33076635
4003692,55214805
801658,05622105
2769308,00531861
2759450,07186751
3279262,79503577
3566281,39658627
3079957,76850481
3573791,38970476
1610648,75159017
3478014,05560411
1273525,60686903
3582540,02334940
4017445,25226906
2427133,96586048
1328190,00809226
3288267,40615908
4024303,91936545
402191311,81447487
4027086,41101352
4264459,90721961
1416191,67194658
4030819,97931476
3626233,41746868
4267902,81167065
4034553,96172012
3641055,19487612
4038689,81254382
1984910,44185815
4045973,41511110
4271020,11883941
3643790,11383303
6360906,45838666
3646986,53198510
4046202,61660446
4277368,16796963
3990567,39400505
3647140,01028565
4059010,37544130
4277406,54589829
4157101,55723756
3580866,00482395
3649671,36566487
3927779,16977023
3664024,24456327
4279735,62767585
4287343,40806475
4287241,55827946
3573824,26539709
2869092,69457387
3674400,59604796
4091117,09422567
3304125,65263938
4301135,00082685
4103357,28388860
4309110,87519545
3699881,31008351
4105726,11142164
3706368,14369313
3706989,06485506
4316437,03409641
4003581,71014976
2832812,86091922
2914078,92542229
4111919,93787341
1743966,55060109
1792055,20085597
3947340,30747917
2234791,77719531
4121143,21543111
4338374,65023323
4343316,75044192
3732728,43624162
4121537,41356253
3680454,61000413
4116187,35572953
3739941,05405030
4349525,89464671
4125976,30096868
4348058,67761468
3757722,66713765
4126139,33140806
3153782,05788000
4350788,55231567
3718502,31674490
4016862,78083084
4362477,82234947
3430798,07357696
4129660,10358406
4364719,04532555
3767251,52784656
4135777,18147025
3760419,04063375
4137127,07335679
3775366,68281759
4369154,38658992
4354354,09983078
4138201,11209824
4371103,93887717
4144775,07503868
897262,76517310
4145848,91965692
4363710,01387743
2517069,45973805
4374552,70842398
4379395,45287325
796641,69189152
3782083,87867580
1910553,89048552
2614055,04561216
3790051,99674764
4404727,94179017
4149380,00315581
4406345,84625230
321866,69686202
3139736,22780294
4151475,60215053
3797873,55828806
4406797,16718202
4155063,29319370
4165243,28193114
399080,22870665
4164013,93124516
3804024,15139995
4413998,99175103
4173470,60684219
4377714,22839133
3813661,69102535
1488399,60492975
340064656,56832323
4310781,68043119
4180031,18164318
1511192,19642939
3125405,24374152
3713163,65221201
4182065,92287955
4424092,43397770
4183976,31749009
4425115,58211679
3823728,29771129
2574890,00260465
188037,65740822
3808939,65469719
4423787,40770277
3799439,08499343
4440664,85025602
3873527,77281399
3876847,13914848
4164814,08313156
3865542,97413567
4445150,49401243
4189635,90190675
3801904,56913101
4194244,16804840
3099986,93776313
4194072,13505108
529682,19408870
4195500,75199839
4064846,20764949
3890718,00789916
1290723,13912045
4200873,89949866
3908492,55053585
3524111,37262910
4200017,29109299
3913635,51037156
4201707,02577319
3917721,51408791
4487682,37494215
2674752,55570967
4206432,92611469
4496209,57474896
4728102,93328849
4221612,33541642
4238675,62666494
4740734,90674730
4504279,89701341
4223512,11806190
4507878,40414141
4741407,69935097
4757602,54369842
4520573,49053029
3060723,03762023
4443485,74116471
4771838,86114248
4210903,51257776
3708634,24420533
273934,25050278
4248438,63759355
4544622,95334131
4252279,88906087
4767119,80385083
4256482,25869335
4793132,37661462
59487,97230324
3889576,91311309
4554078,56213068
4797658,52287333
4799185,60937810
3254729,13719483
4552219,20259993
750392,58139388
1937399,67871488
4804033,88523407
4701547,47716605
4829101,03727070
4576994,29844440
5500206,67603977
3762450,46981788
4595539,01768374
4832076,22306734
5043379,51211985
4843816,24863062
5511937,49936021
4819362,81343741
4227994,90696399
5512232,16922073
4606065,22914342
5530745,52525160
5531447,92203983
4607938,39666029
4850483,57220097
4863974,90041493
5532304,26031988
5545503,65331289
4867427,24528689
4618140,69968280
5546403,67586140
4249140,49127724
5548201,35448614
1272155,86762788
4618867,41420240
2404009,79676123
586493,74597963
4637760,26151238
3980291,86092875
5559314,56654516
4794201,28296400
4640809,10540513
5081509,86933463
4628126,66177184
4926071,05479423
237073244,66352473
4928690,65275947
4937617,21434004
3758659,78533447
4646029,68820767
4646296,72517995
813348,58517453
4948030,78394606
4794464,73940112
5572468,24971587
4960548,56229886
4651981,57381136
4668350,70057186
5434346,24003825
4669365,06831051
446012,95484244
4964378,58732990
3128033,52423354
4972608,43074228
5589190,74187371
4986000,27489660
4987845,50344580
4676164,60246309
5315345,27216180
5596623,23339077
4685473,25904976
5020699,76099775
5598504,25657042
5026298,48726676
1920135,88780039
5599245,79980199
4695180,83317210
4695312,55183975
4979619,78709757
5616944,51805556
5032890,59095946
4696466,13916955
5499869,80148615
5022040,51461260
5627906,61828291
4698852,01326651
5628546,74620638
4447251,24176041
4700159,99181339
5039221,27478404
2999620,20402970
4719279,23104816
2799340,75736820
5221725,65257506
4959048,53121434
5051983,39493822
5069857,27924219
304318,54357753
5651502,98626107
5661573,25128422
4558747,43712485
6041154,11502573
2311606,24459203
5099754,35011504
1643769,85892426
5108037,83193379
6024493,43786565
5668789,66046545
6056792,06888877
5109707,88518577
2900457,23649524
227911,03168712
5673303,39559481
4885117,92469755
6071782,70733506
2337077,07660393
1786639,34801850
5156497,94701251
4580172,32815971
421961057,88790471
5171061,68903378
5705615,87453916
5203908,92289760
6092977,55648147
5713754,96739049
3482501,88061105
5210237,84224124
5213967,20094239
5719033,40825236
5218624,86933114
6115410,80639367
5729066,97395955
4490277,93930261
4536913,63538096
5734531,86490577
6135904,16231699
3056023,50040123
6140229,32290864
5196476,71384675
5232450,01258351
2107478,34392136
6147460,59143323
5750989,78991805
6141282,42476574
2662013,46480987
5209747,25296182
5754622,65489432
5246929,29502451
5758868,17296103
5249912,59880751
5600874,62180127
6163095,17618002
5774519,53345157
6176079,28182982
5121891,16710756
5781895,74121667
5302758,55673748
5027164,15766979
5785662,72393000
2526380,26272147
5316473,70252554
5862705,03910471
468459425,44302962
5768710,68518596
3608233,41499884
5799066,26964176
6185237,67292607
4558217,61300742
2715156,10111876
5783099,45603615
5346777,35482676
2730516,22750366
6200232,55614940
5815630,90346132
870790,45809150
4776911,05154578
5401410,13491606
1819094,34851370
5827539,37557565
3010956,18935162
1464246,88955498
4155962,53240687
1667706,19408810
4410683,44770660
5406416,41445065
3726087,93921073
5847369,68164039
7756533,55047565
5449372,03122900
5859929,79589477
6218609,77899972
4699542,68265344
2737625,49858297
5114928,82239668
5862004,06518955
6172362,91046362
5358713,86137539
2689821,14210747
6225666,32634647
5249806,62078290
3331606,03843099
5869664,45412938
3917827,95986255
5483190,70067937
6237626,15692676
5874330,45200354
6198374,41473442
4959013,84766409
5881030,53274993
6565932,55029707
6248709,64844269
5888840,91692152
6265838,68126779
6266605,34424801
6569776,23305752
5890018,51431334
3845075,66588067
6269160,98587263
4958426,13608511
4803970,49904015
6568804,69231443
5892284,00906182
5494514,56276919
5903346,86063055
5623027,66473196
4372284,95879286
6578677,21123218
5903614,63259861
1488220,23319446
3081075,31031253
4659319,27118185
6581779,56950781
2624774,04268635
6583130,57379264
5711609,26660358
6302795,65618133
1829943,05488616
5933718,98398938
6583611,28639859
919364,22183726
6321345,39644853
5947575,92307088
5087942,63610937
5925550,34681509
6329419,69955705
5956750,19774401
1512716,39331097
6331021,06362601
6593746,12519724
5935007,62100761
6594660,92573398
6606487,89877341
6046970,86624888
6339323,02785570
4953981,92383277
6345821,56268889
6611633,21886394
1695806,87097886
6612667,52264234
6346648,52736333
593900,37169762
5971915,71312424
6540073,62107111
5108241,95553708
6360472,03677353
6008901,33916421
6362693,37839324
6619907,58844033
253893979,93199768
6354788,85495093
6637355,90245274
6638992,16313311
4912064,93452536
6024878,68456136
6381228,55794864
6649008,65622265
6037345,59211034
6038123,02582042
6649548,79015179
6385196,35249240
6386953,59242333
6650326,77100705
6913131,03707442
3794586,33939918
6393327,49962075
6915193,50301610
6888456,75161528
2985663,53586202
6671281,30268748
14195839,98863198
5284832,93018013
6730150,24442807
6618901,90252783
6412824,13694554
6681769,27334629
6926428,42931937
180031,76604226
6429259,34700790
6934311,23815470
6436998,93141918
6711434,85843660
443587,38490892
6419267,24365296
6713196,25934603
6939809,84973520
4323149,14585036
6451768,79350933
5295469,61106798
1323658,45992035
6716485,26505136
5377395,14464817
6718768,55476475
6944472,63756120
6718937,57734798
6461607,00668191
6943406,50632329
330195,54814118
6720658,81891847
6944143,18023973
3998564,05515451
6722966,69106383
2488681,43972165
5070532,11984456
6952166,47247857
6476812,88590266
6723343,93108376
6952344,05800570
348395,27516045
6728969,63943328
6477916,79179554
5716867,32514254
6729269,29838201
6952854,55646536
79843,42868973
6509993,68298800
6956220,92186707
6505897,75320070
4971876,31209801
5997588,98411589
6963295,39037762
3598389,40516954
5169318,39384430
6964806,37032951
6517072,85564715
6752993,77250076
6115355,34438525
6755196,61108054
6769399,35383510
6003474,27586576
6772396,83494845
4974153,78905434
6536301,16568830
6977773,07968213
3780916,10112181
6729083,24148402
173081,09597532
5345946,04103283
6554643,69842946
7005549,74724706
6527537,96629921
7236863,74784029
6793399,93850228
5888819,65794497
7005756,96339842
7013484,54274695
6811343,99247190
6812738,02821238
1746954,75529371
7330636,81018690
7017259,61876910
6812617,01774062
7012371,70233325
7330637,85452273
7023450,35411561
7335118,01000131
127220566,05756912
6815789,77563995
7025760,94164516
6814928,04695098
6380665,61664576
7345994,19775135
7030246,56466168
7341645,90134540
7031857,36975831
7035191,23217765
7350211,53198761
7350544,49497997
7270727,01846442
5949470,78028982
6828097,25590542
7048192,49601207
6735849,99230742
5534888,61386430
4964399,03912208
7357130,51284192
6831477,99366700
7061184,00039287
6832235,87409951
2210825,22664495
1860751,03532493
6834133,83903838
5788389,75459855
6837899,60675216
6577904,22477410
7383453,21724411
7072809,95193129
7391468,54060380
7392804,87268100
6840020,27660622
6844289,23700049
4725940,53220533
1924856,11631930
384087,46654348
7399919,23700452
6853204,32596226
6858936,68662382
7178388,21719816
6870605,44760931
6854189,77707780
2395610,98711258
7347490,62650081
3757398,61346218
7084703,73611501
6873525,65588151
6976587,97631385
6874282,08377513
7414000,43030076
7089698,52768158
7417326,16397007
7091732,96430763
6882113,66081859
7115722,32272421
1449700,64824620
7420320,88481881
7124543,18052193
7422966,87183817
7136068,44868809
6893520,48691701
6894241,81925535
7140005,38603687
5901359,53826260
6832090,04154706
7425562,91430724
7427290,83477143
6890960,12354881
7438470,18901367
973791,46550089
7125448,47859125
15073391,28181756
6902875,63431674
6331327,17480874
7443190,42643642
7036922,04744829
6906633,82567480
7161857,62637179
4396235,57803446
5115095,48510002
7162650,49516315
1600690,22183065
7712014,11936251
7446623,23423643
7453086,45384452
7176679,27334414
7714993,80065008
7715815,57424147
1765415,50519417
7456534,64680245
7197081,06463571
7457716,71918961
7406479,87795604
7202349,75773325
3497123,72830933
3104074,32991901
7444971,76551426
7201917,36327442
7473993,99618454
7472703,06035185
7610381,90695995
7735931,91112185
4437792,19718557
7204383,95226743
7475220,08043043
7739004,91261111
7211592,30653456
3826439,52911173
7212766,75568566
7161111,64244721
2866752,12123378
7754085,42389118
7213976,73207418
7758718,08278587
7502022,88422734
7213586,98058414
7506314,67075025
7761387,58593157
6892867,19687353
5183587,81881756
7507372,89520511
2928611,49062995
6445330,23132076
7769707,13882590
7230520,49378197
2683219,12545117
7778977,38509480
7498387,88562193
4960837,81883949
7515695,94242163
7517838,90332390
7642792,00769022
7233511,64368311
7792483,92207158
7518007,03409675
7519977,20522261
3256344,33894119
7235139,19672915
7793545,93748949
7797264,34577758
5547857,81493223
7245820,18048659
7810432,59364391
7800096,68310099
7528779,39919432
6757761,41481559
5933947,77570591
6976491,29686477
7254334,37986413
7817481,61900245
2168515,82654967
7256897,95541761
4364874,28592418
7819155,66879699
7820646,52393337
7542541,03262509
7258929,93005479
7545567,48357597
7458318,14387392
4403721,51632207
3457800,17671324
7547248,19685293
7242295,26298055
7553517,63533415
7059959,02387568
7295215,89287364
7553801,09157229
1291501,69426246
7560395,11700171
4076836,14164856
7305205,34225957
7857098,55421956
7574928,37795932
7307491,19860575
5635359,95680376
7809985,20375163
7865034,37509568
4931375,09890101
2367078,59466634
6121740,51159539
7320556,01380954
1457802,06237973
7498339,58665156
6225457,46782115
7591568,53508666
7604013,08660680
7872770,05069287
7818407,64439000
8172675,99386155
5118774,16732409
8173387,10119236
5997356,69299135
7604517,23907916
7626901,46969448
8177124,61949793
7202179,08712775
7894961,58885380
6461858,38693445
7638787,54720636
7640497,00178248
5586954,79172107
6717318,69818289
2706695,14412508
7320273,08634894
123481,84602265
7662279,97958733
8216186,19719894
6649138,68623774
6974731,79194289
8216613,88854668
7667463,15224287
8225423,10497708
6907536,96734655
7678173,17665956
7936524,32868434
4112426,68177173
7109535,65425398
7663626,90500143
8253112,25066800
7689904,69250864
7950107,39593486
2314447,76234051
7694056,98505706
8256130,59096387
6949664,22684727
7955708,96020699
6509599,02078157
8258009,99399812
7963045,42713788
7702442,07618396
2600256,73576248
8830156,96306338
1471347,53308833
6945536,81884927
8035025,18698262
8277964,44772106
7984187,48176406
8281488,67160415
7900869,65790874
8293054,39564615
6665434,15614120
8862786,28523477
8529887,41275019
749058,57964111
7997651,58017768
8303260,04014309
7317136,26004926
8865187,92624119
8864150,81133101
8308082,85012837
8310176,62719198
8019735,48912611
8000821,29184857
7414187,92694258
8320602,43202665
8885825,99356520
2267783,74827570
8888632,64085441
8040054,65794863
3738747,41956072
8041232,48207648
1878507,33227881
4354764,72788506
8019536,02667687
8358396,21770398
8046303,47165076
2094288,50982021
7321234,24305833
8051909,30631925
8897764,00652680
8910157,49963015
7744466,63032463
2956548,09997820
8832225,48612063
8864455,75446515
8939609,62728312
8948645,48354889
8376403,64076988
6249787,70442369
8193122,67064360
8377746,07548152
8071362,24189181
7799476,68535796
4720083,21032381
5590278,18534743
5038457,77766759
8487743,18126734
8083768,88424771
7852965,43037784
8384960,53741816
8086263,19467921
8985349,91627212
8451623,40737981
5334666,45466864
8098126,61389616
6610996,59622427
8461983,27257407
4361794,44456436
8105947,73654562
7248473,62704606
1266972,67876194
9027376,31826268
8480266,08462505
8124408,57282805
3971743,70165383
9033869,90409815
9036718,68535812
8491415,41277422
8967974,45042862
8139818,78065829
392964,10147027
8141517,84288410
924934,51227313
8496969,32504683
9052850,91231648
6755012,24587091
8148623,49430488
6072589,11179080
1389445,67374920
7492041,25835067
9074646,61261710
9075309,75129376
8558570,89208443
5387155,26886546
8570914,74555851
1826783,02108506
8579958,56056081
8153102,68221112
2310238,22788531
9088555,99609686
3155873,23371235
5759090,66677262
9004971,42839299
8463298,68675712
9098711,54331479
8162463,60714304
2777659,56603194
9495874,58558663
9099267,13274526
1498391,59632799
9496000,41339987
8614260,30911128
9501520,86225454
9121375,43107898
7754442,21243665
5368907,94046638
9503441,26854502
8642530,31762963
9513088,42358520
7282822,98621601
7269129,65517075
8648825,83674825
6779730,22475496
8899507,90776996
9522737,27755624
9516926,75894678
9529289,69245044
9149543,30902789
8671914,76537902
9158575,21245924
9531567,73267507
7603491,04407962
9536671,54450634
9163326,50208937
8688663,22339654
6758790,28496186
1746701,79364934
9547646,10860289
9211707,85453088
9222480,24953979
9547473,57398968
8718559,14141515
8053233,83750688
9247035,30877284
4434158,61917228
8733637,47443981
9557903,13388190
9568597,69326899
9553492,50946105
5718785,58094052
9258005,29165536
8733936,99646275
9283632,84324504
6586733,27278448
9291472,66652070
9296959,53963536
8740817,29237550
9000035,51160027
8748416,91264173
2152725,86421287
9310728,02492880
4279444,31545163
6355348,54746018
9599138,96700292
9610338,22973583
9314909,85818271
8765069,26075495
9324197,73453205
1608970,13718053
6551238,05861466
9347929,54419734
8779584,59185846
9361800,26247452
9632439,85891074
8671246,08167079
8791747,96525903
4868162,90766459
9659668,62371546
8798182,47847540
9663335,24458216
7415871,76009841
9403566,16649197
9673539,50553775
4270621,75695643
4827357,30398185
8719692,37469407
4556109,95125279
3569521,05908925
3679440,22606545
5022161,62933108
9683041,30981917
6069249,61085121
9448218,29765002
8828894,44112707
7755498,60153582
9456450,67170908
3387351,35882721
9457250,68649560
9694784,56607469
9994611,82336669
9714622,93219393
753991,98885900
9460737,25297952
9478451,64920618
9484482,10329254
9993106,24143523
9487659,81651119
9490455,03692745
6149762,61544242
3994669,23392021
10005781,55217069
10099665,96320106
10009484,12422812
9743119,74021101
7718639,85269476
7424408,58976205
9754101,06528052
10520878,07670136
10011303,30101394
10525409,11660056
10012431,97442443
7402658,50038212
10537993,43385063
10538715,12052153
9762876,36743156
10066787,95427738
9766804,32303413
9688378,37043313
10558730,35800478
10077474,93476274
2282232,50228539
9768521,86466853
8914643,44056867
10079093,98998947
2661012,11582462
10091377,97489082
7608379,47991606
9771594,63986272
9774970,65074895
10574553,74564569
10096219,29482497
10559934,81456630
6169731,74910747
10096846,33217536
5247777,55830337
10098670,54891620
7357117,13453404
9800977,79792240
9939288,20051542
9804606,46305140
10591531,75553971
10108701,82671397
9804389,25196269
4574124,70053498
10599864,63024259
8508006,74154809
10601953,03016965
9322245,26395191
9807686,71854958
10121360,53502559
9812668,41740868
3691072,28159055
10403338,44320455
10128254,14881816
10378859,95229823
9790312,51496155
10146888,91909887
6864945,42687298
10647963,32370174
10660911,84018371
9825071,54611832
9834469,12776690
10407558,65497657
10222402,34847028
2939848,37612926
10674511,11041765
5467681,22978836
2138273,26547291
9942269,60759407
9837894,99154666
10608248,52700715
10249898,83666753
2728768,85778389
10680430,29480130
5234739,96190740
10250585,24598753
6103181,92979478
1626377,09385641
9849088,03681403
10689767,33282621
10696886,35427524
10256004,60147705
9852094,83837498
4988321,48499662
1100143,17599081
4550592,31928445
4054428,58588867
10710922,11484732
7548908,07979517
9865258,40982202
7404103,53427560
9865299,01005793
10714830,22559537
10294652,12615953
10729163,75499962
9869384,89852390
9869783,88215267
10308435,98218785
9874705,45269646
10731234,99083094
10288977,23627961
825532,72226900
24470146,39991715
10747999,04310065
10751468,82771347
7030937,77695337
10325155,54906762
9890574,12775564
2067049,97928362
10326336,53966430
3548396,94491929
6283502,44196281
277313,35048937
9917744,65309251
9934561,12148032
10772047,04913422
10164281,17336648
10333156,83845291
10796339,66134357
9948424,13240998
9950962,51047166
9589598,65374544
7338261,25708311
10800030,33634532
4387362,91143880
10817370,87719402
10828074,34420373
11117574,35290824
10341787,90213034
11121856,79787797
9663466,04850853
10342166,32564668
10574661,52438676
2181706,19763049
10343484,14341830
5573172,26423409
10824891,04561982
1132147,89850322
11177217,84753596
3524873,43270026
5266420,29386697
7132064,89513096
3644962,27201916
10888272,13662916
11213714,36804887
11219221,47363320
10897466,79474427
10910207,86222501
10363596,82368485
